vm_id,vm_category,core_count_bucket,memory_bucket,provisioned_vcpu,provisioned_memory_gb,telemetry_readings,cpu_typical_utilization_pct,cpu_peak_utilization_pct,cpu_utilization_std_pct,cpu_idle_fraction,cpu_saturation_fraction,memory_typical_utilization_pct,memory_peak_utilization_pct,memory_utilization_std_pct,memory_idle_fraction,memory_saturation_fraction,business_hours_cpu_uplift_pct_points,cpu_burstiness_raw,cpu_burstiness_capped
vm_00237,Delay-Insensitive,xlarge_16_32,xlarge_32_64,16,32,567,14.311446208112875,27.88,3.81443914112205,0.003527336860670194,0.0,80.57537918871252,84.42,0.7906113096128061,0.0,0.0,-0.38255319148936096,1.9480910310933761,1.9480910310933761
vm_00239,Interactive,large_8_16,large_16_32,8,16,559,35.87728085867621,59.6,6.060748127239509,0.0,0.0,35.775044722719144,40.53,0.9897628095373393,0.0,0.0,1.8572323351720428,1.661218424962853,1.661218424962853
vm_00240,Delay-Insensitive,xlarge_16_32,xxlarge_64_128,16,64,554,4.077148014440433,10.12,1.951008592441577,0.6606498194945848,0.0,17.594620938628157,20.71,0.802815761673801,0.0,0.0,-0.24622116789299442,2.482127203662219,2.482127203662219
vm_00241,Interactive,large_8_16,xlarge_32_64,8,32,557,4.938635547576302,13.17,2.4069886866786168,0.5242369838420108,0.0,16.060915619389586,19.13,0.7952424102552292,0.0,0.0,0.3852038626609451,2.6667284664209214,2.6667284664209214
vm_00243,Interactive,xlarge_16_32,medium_8_16,16,8,562,27.681601423487542,90.07,20.4211224556991,0.11743772241992882,0.0017793594306049821,74.75225978647686,91.47,3.760137913727614,0.0,0.0017793594306049821,32.45758370746308,3.25378574100762,3.25378574100762
vm_00244,Interactive,large_8_16,medium_8_16,8,8,565,33.377522123893804,100.0,29.23986080347667,0.17699115044247787,0.1433628318584071,28.91658407079646,39.57,1.790397310821507,0.0,0.0,45.87767190848761,2.996028274022579,2.996028274022579
vm_00245,Interactive,large_8_16,xlarge_32_64,8,32,555,27.240162162162164,89.18,19.808184114549572,0.10810810810810811,0.0,70.98544144144144,90.6,4.590072313054958,0.0,0.0018018018018018018,30.306531173267857,3.2738424782167823,3.2738424782167823
vm_00247,Delay-Insensitive,large_8_16,small_4_8,8,4,555,54.856054054054056,98.65,10.753564186103794,0.0,0.009009009009009009,33.92389189189189,46.45,2.4214146868647832,0.0,0.0,1.0430340148748343,1.7983429851296318,1.7983429851296318
vm_00248,Interactive,large_8_16,large_16_32,8,16,559,36.14624329159213,60.63,6.061137606725037,0.0,0.0,32.37518783542039,40.01,1.3196810161428811,0.0,0.0,0.6295748620961419,1.6773527337515313,1.6773527337515313
vm_00249,Interactive,xxlarge_32_64,medium_8_16,32,8,558,35.799032258064514,57.4,6.012362977819497,0.0,0.0,38.01849462365591,47.08,1.2423309702522365,0.0,0.0,1.4658501131895605,1.6033952981248367,1.6033952981248367
vm_00250,Interactive,small_2_4,medium_8_16,2,8,555,35.52232432432432,59.36,5.835967727550124,0.0,0.0,34.84454054054054,44.69,2.6194200993248478,0.0,0.0,1.5039159715211667,1.6710618218006796,1.6710618218006796
vm_00251,Delay-Insensitive,xlarge_16_32,xlarge_32_64,16,32,551,4.135426497277677,10.51,1.9954990602822964,0.6515426497277677,0.0,13.032486388384754,17.27,0.8333532413175021,0.0,0.0,-0.19910026796456304,2.541454915694587,2.541454915694587
vm_00254,Interactive,medium_4_8,large_16_32,4,16,557,34.463393177737885,100.0,29.32261875515011,0.15978456014362658,0.14542190305206462,24.729479353680432,34.4,2.6497248224890564,0.0,0.0,51.507547299621606,2.901629548903397,2.901629548903397
vm_00255,Delay-Insensitive,small_2_4,xlarge_32_64,2,32,559,4.11169946332737,11.01,1.9803762565232765,0.6744186046511628,0.0,14.567853309481217,20.58,1.574217006242913,0.0,0.0,0.17341544011164078,2.6777248916656515,2.6777248916656515
vm_00256,Delay-Insensitive,xlarge_16_32,xlarge_32_64,16,32,554,14.081913357400722,32.99,3.919538891358278,0.01444043321299639,0.0,83.3875631768953,86.74,0.7915213111822761,0.0,0.0,-0.5632313034188048,2.342721415954613,2.342721415954613
vm_00257,Interactive,xxlarge_32_64,medium_8_16,32,8,559,35.67139534883721,62.28,6.195253112823529,0.0,0.0,28.17438282647585,39.14,1.5215228659720696,0.0,0.0,1.9029940898345146,1.7459367482250778,1.7459367482250778
vm_00258,Interactive,xlarge_16_32,xlarge_32_64,16,32,558,36.10720430107527,58.18,5.927799316555873,0.0,0.0,35.883709677419354,43.44,1.1592980766233976,0.0,0.0,0.9320686638388196,1.6113127871898796,1.6113127871898796
vm_00259,Delay-Insensitive,medium_4_8,medium_8_16,4,8,562,3.980960854092527,10.26,1.9557484542471655,0.697508896797153,0.0,9.379110320284699,12.64,0.8175206584689015,0.0,0.0,-0.040937422544581104,2.577267241764627,2.577267241764627
vm_00260,Interactive,small_2_4,small_4_8,2,4,564,34.33141843971631,100.0,29.878762218877718,0.17553191489361702,0.08156028368794327,32.5575,47.82,2.993400015047907,0.0,0.0,46.010999123575814,2.9127838156641666,2.9127838156641666
vm_00261,Delay-Insensitive,medium_4_8,xlarge_32_64,4,32,559,55.290196779964226,100.0,10.639766237490766,0.0,0.044722719141323794,34.8775313059034,53.87,2.583166346736934,0.0,0.0,-1.0028989704836917,1.8086388876126678,1.8086388876126678
vm_00262,Interactive,xxlarge_32_64,xxlarge_64_128,32,64,556,27.770287769784172,90.47,19.9746130476544,0.12050359712230216,0.0017985611510791368,71.11017985611511,85.55,2.2805333586742242,0.0,0.0,31.92795880448054,3.2577984337071606,3.2577984337071606
vm_00263,Interactive,xlarge_16_32,small_4_8,16,4,562,34.87320284697509,100.0,30.00264431705679,0.1797153024911032,0.04804270462633452,26.381548042704626,37.36,2.1940502731420253,0.0,0.0,48.032209254071994,2.867531280072086,2.867531280072086
vm_00266,Interactive,small_2_4,large_16_32,2,16,565,35.76555752212389,64.54,5.872750142521844,0.0,0.0,29.03037168141593,33.7,0.9804238318078449,0.0,0.0,1.8518175934555217,1.8045293984324666,1.8045293984324666
vm_00267,Delay-Insensitive,xxlarge_32_64,xxlarge_64_128,32,64,558,55.05879928315412,99.03,10.719149452404315,0.0,0.017921146953405017,41.535752688172046,54.18,2.6158676258622227,0.0,0.0,-1.2806932573599283,1.7986225869313386,1.7986225869313386
vm_00268,Delay-Insensitive,xxlarge_32_64,small_4_8,32,4,558,54.83535842293907,100.0,11.317036590744827,0.0,0.005376344086021506,39.07820788530466,55.31,3.879236679224237,0.0,0.0,1.0421758996368382,1.823640856483713,1.823640856483713
vm_00269,Delay-Insensitive,small_2_4,small_4_8,2,4,559,54.42080500894454,96.98,11.318075128731763,0.0,0.012522361359570662,44.77202146690519,62.46,4.392418365355519,0.0,0.0,0.6031313930190834,1.7820390562774748,1.7820390562774748
vm_00270,Interactive,medium_4_8,xlarge_32_64,4,32,564,33.67207446808511,100.0,30.50864328722481,0.20390070921985815,0.06205673758865248,30.051613475177305,41.16,2.592057424224097,0.0,0.0,55.050328267477205,2.9698199941551415,2.9698199941551415
vm_00271,Interactive,medium_4_8,large_16_32,4,16,556,26.604028776978417,76.02,19.354011152825006,0.11690647482014388,0.0,72.94735611510792,86.8,2.0653805414648496,0.0,0.0,30.859426129426133,2.857461951995154,2.857461951995154
vm_00272,Delay-Insensitive,xxlarge_32_64,xlarge_32_64,32,32,558,54.764820788530464,99.88,10.506381862570596,0.0,0.03046594982078853,47.84718637992832,61.64,2.4301729451413743,0.0,0.0,1.188200379867041,1.8237985363939713,1.8237985363939713
vm_00273,Interactive,medium_4_8,xlarge_32_64,4,32,561,5.120213903743315,13.39,2.4240574657009737,0.47771836007130125,0.0,16.025383244206772,19.26,0.8087604521321681,0.0,0.0,-0.5243397362085211,2.6151251201069474,2.6151251201069474
vm_00274,Interactive,large_8_16,xlarge_32_64,8,32,552,5.034891304347826,14.53,2.4300485059644084,0.48007246376811596,0.0,13.566358695652173,18.08,0.8165393098967403,0.0,0.0,-0.5243762183235869,2.8858617041946415,2.8858617041946415
vm_00275,Interactive,xlarge_16_32,xlarge_32_64,16,32,567,27.35088183421517,90.68,20.36306400191491,0.12169312169312169,0.001763668430335097,57.01567901234568,69.79,3.7976029992476095,0.0,0.0,32.64830144823887,3.315432407249185,3.315432407249185
vm_00276,Interactive,large_8_16,xxlarge_64_128,8,64,555,27.443207207207205,88.35,20.023498365849267,0.12612612612612611,0.0,62.15868468468469,85.09,6.448835864471584,0.0,0.0,34.83946488294315,3.2193759035859806,3.2193759035859806
vm_00277,Interactive,xlarge_16_32,xxlarge_64_128,16,64,552,4.957844202898551,13.8,2.3952211703331416,0.47644927536231885,0.0,18.946557971014492,21.74,0.7944227779792594,0.0,0.0,-0.16743750591479944,2.7834678612797026,2.7834678612797026
vm_00280,Interactive,xlarge_16_32,small_4_8,16,4,568,4.9479753521126755,12.98,2.5086268690960902,0.4876760563380282,0.0,17.829788732394366,21.92,0.7718819333004951,0.0,0.0,0.4378377896613195,2.6232952018360054,2.6232952018360054
vm_00281,Interactive,small_2_4,medium_8_16,2,8,556,26.483327338129495,88.36,19.69577593825066,0.11870503597122302,0.0,58.19670863309352,71.1,3.3381752248900076,0.0,0.0,34.016666309601916,3.33643876661915,3.33643876661915
vm_00282,Delay-Insensitive,small_2_4,xlarge_32_64,2,32,556,14.249694244604317,33.1,3.9364159964790546,0.007194244604316547,0.0,88.18789568345323,91.99,0.8340179940047313,0.0,0.11510791366906475,0.2836637999681475,2.322856857966156,2.322856857966156
vm_00284,Interactive,large_8_16,xxlarge_64_128,8,64,556,34.13886690647482,100.0,29.595010633372993,0.19424460431654678,0.04316546762589928,26.773003597122305,38.53,2.928263908992453,0.0,0.0,44.69549346492398,2.9292126265922986,2.9292126265922986
vm_00286,Interactive,small_2_4,large_16_32,2,16,564,35.71737588652482,59.7,6.058748576200609,0.0,0.0,36.68205673758865,43.28,3.1337896675768975,0.0,0.0,1.6899255890863927,1.671455377619809,1.671455377619809
vm_00287,Interactive,xlarge_16_32,large_16_32,16,16,562,27.01832740213523,82.6,20.30272013719506,0.11921708185053381,0.0,73.08832740213523,87.83,4.025726853416776,0.0,0.0,27.887640575183813,3.0571840651198934,3.0571840651198934
vm_00288,Interactive,xxlarge_32_64,large_16_32,32,16,555,5.035207207207207,13.2,2.416044837237843,0.4954954954954955,0.0,18.13682882882883,25.44,1.1897880910878578,0.0,0.0,0.2105067576573454,2.621540575550896,2.621540575550896
vm_00290,Interactive,small_2_4,xlarge_32_64,2,32,563,35.994404973357014,61.62,5.995747644318631,0.0,0.0,32.57815275310835,42.42,1.079327982947923,0.0,0.0,1.848505962122978,1.7119327308122192,1.7119327308122192
vm_00291,Interactive,large_8_16,xxlarge_64_128,8,64,564,27.407535460992907,88.85,19.68204349175089,0.10283687943262411,0.0,68.18088652482268,81.39,2.065040805611648,0.0,0.0,28.685101850291097,3.2418091778610867,3.2418091778610867
vm_00292,Interactive,xlarge_16_32,xxlarge_64_128,16,64,551,36.06887477313975,59.07,5.944190793212131,0.0,0.0,40.16139745916515,49.18,1.049275615024214,0.0,0.0,1.3582412053486692,1.6377001049112028,1.6377001049112028
vm_00293,Interactive,xlarge_16_32,small_4_8,16,4,557,26.96899461400359,82.04,20.6513661312781,0.15798922800718132,0.0,66.82915619389587,83.96,2.845664727255855,0.0,0.0,31.910361936339527,3.0420118055643393,3.0420118055643393
vm_00294,Interactive,xlarge_16_32,xlarge_32_64,16,32,556,4.880215827338129,13.32,2.3768734759978702,0.5017985611510791,0.0,15.811924460431655,20.58,0.8103735550892541,0.0,0.0,-0.13582364302364347,2.7293874843369945,2.7293874843369945
vm_00295,Interactive,small_2_4,small_4_8,2,4,562,27.088683274021353,89.25,19.964702489649554,0.12455516014234876,0.0,57.397811387900354,70.4,2.8255119921596474,0.0,0.0,34.13955020415618,3.2947337859567627,3.2947337859567627
vm_00298,Interactive,small_2_4,xlarge_32_64,2,32,565,34.121469026548674,100.0,30.04944146000043,0.18761061946902655,0.07964601769911504,31.692176991150447,40.17,1.5526746668574394,0.0,0.0,46.98915097252238,2.930706175698169,2.930706175698169
vm_00299,Interactive,small_2_4,xlarge_32_64,2,32,559,27.28695885509839,93.22,20.22668696661066,0.11627906976744186,0.0017889087656529517,69.8265474060823,83.02,4.5307791342779815,0.0,0.0,30.462377331231938,3.416283965355943,3.416283965355943
vm_00300,Interactive,small_2_4,xlarge_32_64,2,32,547,34.42846435100548,100.0,30.41616929223699,0.19744058500914077,0.05850091407678245,31.819579524680076,45.39,5.866233386528443,0.0,0.0,49.88789522713573,2.904573348973072,2.904573348973072
vm_00301,Delay-Insensitive,large_8_16,small_4_8,8,4,560,13.895446428571429,35.99,3.8660487445397225,0.0017857142857142857,0.0,88.54210714285715,95.25,1.0050700752288886,0.0,0.9089285714285714,0.02302389525368298,2.5900571230297698,2.5900571230297698
vm_00302,Interactive,large_8_16,xxlarge_64_128,8,64,555,5.041423423423423,13.22,2.4925258583059864,0.5009009009009009,0.0,17.879405405405404,22.33,0.799288157785729,0.0,0.0,0.047384918718814895,2.622275276180401,2.622275276180401
vm_00303,Interactive,small_2_4,xxlarge_64_128,2,64,558,5.017114695340502,16.61,2.4689903934853565,0.507168458781362,0.0,16.210448028673834,20.38,0.8283525949323243,0.0,0.0,-0.01782874617737029,3.3106677858941613,3.3106677858941613
vm_00304,Interactive,small_2_4,xxlarge_64_128,2,64,550,27.316145454545453,93.82,19.50634049589122,0.10727272727272727,0.0018181818181818182,60.08161818181818,70.89,2.2867704814085563,0.0,0.0,26.437114130434786,3.4345987854003095,3.4345987854003095
vm_00305,Interactive,xxlarge_32_64,medium_8_16,32,8,559,27.177191413237924,88.89,20.628917661618086,0.15026833631484796,0.0,62.82284436493739,79.11,2.667593581331495,0.0,0.0,30.248571973985626,3.270757402720502,3.270757402720502
vm_00306,Interactive,large_8_16,medium_8_16,8,8,558,27.819605734767027,87.06,19.93028717059654,0.0913978494623656,0.0,64.10358422939069,78.29,1.968618172032181,0.0,0.0,30.313850902184235,3.1294476575273102,3.1294476575273102
vm_00307,Interactive,large_8_16,xlarge_32_64,8,32,558,27.928924731182796,85.82,20.507449413005986,0.11469534050179211,0.0,66.15318996415772,84.61,5.451665784309684,0.0,0.0,27.958155270655265,3.0728000030800144,3.0728000030800144
vm_00308,Interactive,medium_4_8,large_16_32,4,16,561,26.641836007130124,82.29,19.897791415888385,0.1408199643493761,0.0,65.63395721925134,89.72,4.207003517726899,0.0,0.0,27.17583756943717,3.0887510897513533,3.0887510897513533
vm_00309,Interactive,large_8_16,xlarge_32_64,8,32,558,26.846075268817206,86.7,20.411416847212287,0.13440860215053763,0.0,66.27614695340502,83.11,4.49917287749621,0.0,0.0,31.933224880382774,3.2295223466316334,3.2295223466316334
vm_00310,Delay-Insensitive,medium_4_8,small_4_8,4,4,561,4.085151515151515,11.64,2.0253985551884117,0.6666666666666666,0.0,13.778520499108735,16.39,0.21311998638535393,0.0,0.0,-0.061262059973923755,2.8493435205103483,2.8493435205103483
vm_00311,Interactive,xlarge_16_32,xxlarge_64_128,16,64,559,33.95799642218247,100.0,29.6673144171157,0.18783542039355994,0.1252236135957066,39.49044722719141,53.08,3.6456693482489637,0.0,0.0,44.53044247438928,2.9448144924909867,2.9448144924909867
vm_00312,Interactive,small_2_4,xxlarge_64_128,2,64,559,27.33200357781753,92.02,20.645487506993412,0.13595706618962433,0.0017889087656529517,59.6555992844365,75.79,2.105320863787208,0.0,0.0,34.82548437335022,3.366749156826644,3.366749156826644
vm_00313,Interactive,medium_4_8,medium_8_16,4,8,554,34.28826714801444,100.0,28.603937434814753,0.16606498194945848,0.02527075812274368,30.332220216606498,36.81,1.5327319444779317,0.0,0.0,48.2529077425573,2.9164495122580374,2.9164495122580374
vm_00315,Interactive,xlarge_16_32,xxlarge_64_128,16,64,555,35.67605405405405,58.1,6.131549067584147,0.0,0.0,36.40461261261262,41.82,1.0167599063008204,0.0,0.0,0.7094909698996616,1.6285433336313102,1.6285433336313102
vm_00317,Interactive,medium_4_8,large_16_32,4,16,552,27.179547101449277,91.46,20.043702179791733,0.12681159420289856,0.0018115942028985507,76.91710144927536,94.1,3.6926026908073517,0.0,0.1431159420289855,28.36587823275862,3.3650303170475984,3.3650303170475984
vm_00318,Interactive,xlarge_16_32,medium_8_16,16,8,556,36.29196043165467,58.12,6.01890729107965,0.0,0.0,33.72021582733813,45.22,1.4818748619528412,0.0,0.0,1.3735173299101433,1.6014566121180496,1.6014566121180496
vm_00319,Interactive,xxlarge_32_64,large_16_32,32,16,553,27.344484629294755,85.21,21.045639659849858,0.14285714285714285,0.0,71.31687160940326,90.63,4.222501509743975,0.0,0.0018083182640144665,30.520060219957085,3.1161677082300034,3.1161677082300034
vm_00320,Interactive,xxlarge_32_64,xxlarge_64_128,32,64,563,33.511900532859684,100.0,29.18700732448403,0.1882770870337478,0.09236234458259325,30.080621669626996,39.1,1.523771124041265,0.0,0.0,45.92954714527247,2.984014586160108,2.984014586160108
vm_00321,Interactive,xxlarge_32_64,small_4_8,32,4,561,27.281978609625668,89.96,20.229309213531852,0.13368983957219252,0.0,64.78973262032086,77.91,2.281747787134822,0.0,0.0,32.337358552287235,3.297414798509525,3.297414798509525
vm_00322,Interactive,xlarge_16_32,medium_8_16,16,8,569,33.5377855887522,100.0,29.68640595048118,0.2056239015817223,0.03690685413005272,32.90608084358524,42.45,1.4726104781011773,0.0,0.0,44.7730975801942,2.9817114709427237,2.9817114709427237
vm_00323,Interactive,medium_4_8,medium_8_16,4,8,554,27.446480144404333,86.39,20.539873885537432,0.11913357400722022,0.0,60.92673285198556,74.45,3.3732169723049346,0.0,0.0,30.88733582338424,3.14758029246285,3.14758029246285
vm_00324,Interactive,xlarge_16_32,small_4_8,16,4,560,27.534017857142857,83.67,19.88223690365502,0.11428571428571428,0.0,62.75980357142857,81.64,6.062492783079303,0.0,0.0,26.248369885433718,3.038786436259043,3.038786436259043
vm_00325,Interactive,xxlarge_32_64,xxlarge_64_128,32,64,561,35.749964349376114,59.63,6.295857056045295,0.0,0.0,35.00541889483066,43.34,1.1303538688643722,0.0,0.0,2.001090719227257,1.6679736913091672,1.6679736913091672
vm_00326,Delay-Insensitive,small_2_4,xlarge_32_64,2,32,558,14.162060931899642,29.61,4.086187955863422,0.010752688172043012,0.0,85.90353046594981,91.65,0.7622132388720411,0.0,0.11290322580645161,-0.2407892364793227,2.090797387638992,2.090797387638992
vm_00327,Delay-Insensitive,small_2_4,small_4_8,2,4,558,4.039086021505376,10.69,1.9899288773550967,0.6774193548387096,0.0,14.646612903225806,18.08,0.7868391169909535,0.0,0.0,0.17338377219111178,2.6466383590453497,2.6466383590453497
vm_00328,Interactive,xlarge_16_32,medium_8_16,16,8,564,34.255017730496455,100.0,29.37913407816224,0.17198581560283688,0.06560283687943262,32.05067375886525,42.17,1.5019411619454524,0.0,0.0,44.966814589665645,2.9192803456345113,2.9192803456345113
vm_00329,Interactive,xxlarge_32_64,medium_8_16,32,8,566,26.929310954063602,83.58,20.121174072927463,0.13074204946996468,0.0,66.24058303886926,81.33,6.233691516665769,0.0,0.0,28.310338983050848,3.1036813434466235,3.1036813434466235
vm_00330,Interactive,xxlarge_32_64,xlarge_32_64,32,32,561,27.259946524064173,95.11,19.412370333409083,0.11586452762923351,0.0017825311942959,67.53356506238859,84.9,4.499784849990705,0.0,0.0,28.239822946544976,3.4890017086438543,3.4890017086438543
vm_00331,Interactive,xlarge_16_32,large_16_32,16,16,564,35.60829787234043,58.76,6.054751047028062,0.0,0.0,28.46290780141844,36.95,1.1306183026861334,0.0,0.0,2.39418108620756,1.6501771640604925,1.6501771640604925
vm_00332,Delay-Insensitive,xxlarge_32_64,large_16_32,32,16,555,3.922648648648649,9.94,1.952166715563675,0.7117117117117117,0.0,17.50072072072072,22.26,1.6101413215279878,0.0,0.0,-0.08105666542691647,2.5340021221182596,2.5340021221182596
vm_00334,Interactive,xlarge_16_32,small_4_8,16,4,559,35.300000000000004,63.16,5.964640462114537,0.0,0.0,36.5060107334526,45.55,1.4247960326487545,0.0,0.0,1.1300413638165736,1.7892351274787532,1.7892351274787532
vm_00336,Interactive,large_8_16,large_16_32,8,16,553,35.36341772151899,54.52,6.1729732108431214,0.0,0.0,29.624141048824594,34.83,1.0553809815896213,0.0,0.0,1.0549851744029297,1.5417061899767692,1.5417061899767692
vm_00337,Delay-Insensitive,xlarge_16_32,xxlarge_64_128,16,64,561,14.329893048128342,29.75,3.88873905232947,0.0106951871657754,0.0,76.01217468805704,80.09,1.078438145521251,0.0,0.0,0.8462634774416422,2.0760796957857064,2.0760796957857064
vm_00338,Interactive,xxlarge_32_64,xlarge_32_64,32,32,562,35.97905693950178,63.09,6.302649218074298,0.0,0.0,41.004804270462635,49.49,1.274715045204276,0.0,0.0,2.0028752982674547,1.7535201132726976,1.7535201132726976
vm_00339,Interactive,xlarge_16_32,small_4_8,16,4,557,5.084093357271096,16.11,2.3664904604038464,0.4793536804308797,0.0,15.49333931777379,18.52,0.7709237065203491,0.0,0.0,-0.015721722040740183,3.1687065653426743,3.1687065653426743
vm_00340,Interactive,xlarge_16_32,xxlarge_64_128,16,64,558,33.99465949820789,100.0,28.984299219238498,0.16666666666666666,0.017921146953405017,24.561756272401432,36.33,2.879892302635815,0.0,0.0,49.29912393162393,2.94163852428855,2.94163852428855
vm_00341,Interactive,large_8_16,medium_8_16,8,8,560,35.811,61.71,5.965308509806809,0.0,0.0,24.90960714285714,34.56,1.4463109036450443,0.0,0.0,1.1372648221343837,1.7232135377398006,1.7232135377398006
vm_00342,Interactive,medium_4_8,medium_8_16,4,8,560,27.023,88.41,20.521841558837036,0.1375,0.0,69.979125,88.19,3.9736186990880746,0.0,0.0,35.43561606391926,3.2716574769640676,3.2716574769640676
vm_00345,Interactive,xlarge_16_32,xlarge_32_64,16,32,563,27.109769094138542,81.92,19.69262719803588,0.12078152753108348,0.0,63.2588809946714,77.89,3.8520511694149975,0.0,0.0,28.73331974684863,3.0217889247058207,3.0217889247058207
vm_00347,Delay-Insensitive,medium_4_8,large_16_32,4,16,552,14.052228260869565,32.87,3.859119766302923,0.007246376811594203,0.0,89.61635869565218,95.9,0.9719015927292417,0.0,0.980072463768116,0.01007273513864071,2.3391308047230632,2.3391308047230632
vm_00348,Interactive,large_8_16,xxlarge_64_128,8,64,563,27.2995026642984,86.21,20.319664031952755,0.14031971580817051,0.0,71.67763765541741,92.47,3.9890387978051542,0.0,0.003552397868561279,29.337524749909292,3.157932987282704,3.157932987282704
vm_00350,Interactive,small_2_4,xxlarge_64_128,2,64,555,5.065297297297297,14.57,2.478356865831687,0.5099099099099099,0.0,13.40046846846847,19.12,0.8199972243923682,0.0,0.0,0.01814053230719903,2.876435309685406,2.876435309685406
vm_00351,Interactive,xlarge_16_32,large_16_32,16,16,556,27.62253597122302,88.98,19.7425808313297,0.09352517985611511,0.0,58.407553956834526,76.11,4.83275298287425,0.0,0.0,31.48805468124834,3.2212827994033133,3.2212827994033133
vm_00352,Interactive,xxlarge_32_64,small_4_8,32,4,571,35.8384588441331,66.0,6.165090037017407,0.0,0.0,28.946392294220665,35.71,1.930953299755146,0.0,0.0,1.4699453042294692,1.8415970476588857,1.8415970476588857
vm_00353,Interactive,xlarge_16_32,xxlarge_64_128,16,64,559,35.93903398926654,65.35,6.138223926508462,0.0,0.0,39.725116279069766,44.91,1.2856108595348248,0.0,0.0,2.2220644599303156,1.818357166180851,1.818357166180851
vm_00354,Interactive,small_2_4,medium_8_16,2,8,561,33.33311942959002,100.0,28.428208451949573,0.1800356506238859,0.03208556149732621,31.53622103386809,41.19,1.5335630713843915,0.0,0.0,49.74186669109181,3.000019251460437,3.000019251460437
vm_00355,Interactive,medium_4_8,xxlarge_64_128,4,64,553,35.82282097649186,61.81,6.016505979519025,0.0,0.0,38.539801084990955,44.15,0.9978147120039741,0.0,0.0,1.6759061784897042,1.725436420558889,1.725436420558889
vm_00358,Delay-Insensitive,small_2_4,large_16_32,2,16,553,54.39097649186257,88.99,10.800788758829238,0.0,0.0,39.733616636528026,54.31,3.166578231047816,0.0,0.0,-1.4848345524207716,1.6361169763759214,1.6361169763759214
vm_00359,Interactive,large_8_16,small_4_8,8,4,560,33.82985714285714,100.0,29.105878497788634,0.175,0.04642857142857143,18.043375,33.11,2.659649902731261,0.0,0.0,45.405082815057284,2.955968734296416,2.955968734296416
vm_00360,Interactive,xxlarge_32_64,xlarge_32_64,32,32,560,4.955964285714286,13.68,2.450858956172584,0.5232142857142857,0.0,20.581071428571427,24.1,0.7939482158719964,0.0,0.0,-0.06677101358082993,2.7603104484495593,2.7603104484495593
vm_00361,Interactive,xlarge_16_32,medium_8_16,16,8,552,27.123532608695655,90.03,20.015558413521845,0.13768115942028986,0.0018115942028985507,70.35416666666667,88.61,3.938032346214348,0.0,0.0,32.08953879310344,3.319257904154302,3.319257904154302
vm_00362,Interactive,xxlarge_32_64,large_16_32,32,16,561,27.259946524064173,81.32,19.973311429540697,0.1319073083778966,0.0,52.18655971479501,64.96,3.0705400468023614,0.0,0.0,27.86496863483102,2.983131310555338,2.983131310555338
vm_00364,Interactive,small_2_4,xxlarge_64_128,2,64,553,4.955479204339964,15.11,2.5901217369727023,0.5099457504520796,0.0,21.99151898734177,25.98,0.7996234667001229,0.0,0.0,0.06902503293807616,3.0491501178668647,3.0491501178668647
vm_00365,Interactive,large_8_16,small_4_8,8,4,567,27.453615520282188,80.03,19.767926305081946,0.08818342151675485,0.0,61.16728395061728,76.0,2.0923523953765706,0.0,0.0,30.26793402378212,2.9150987395767753,2.9150987395767753
vm_00366,Delay-Insensitive,xlarge_16_32,medium_8_16,16,8,556,3.9864388489208635,11.07,1.8478539531818639,0.6996402877697842,0.0,11.477751798561151,14.56,0.7974955050828748,0.0,0.0,-0.11753961056281748,2.776914539400666,2.776914539400666
vm_00367,Delay-Insensitive,xxlarge_32_64,xxlarge_64_128,32,64,558,14.214139784946235,33.73,4.01437796024666,0.012544802867383513,0.0,82.10014336917563,88.24,2.185582589172517,0.0,0.0,0.21343743389041592,2.3729891861428305,2.3729891861428305
vm_00369,Interactive,small_2_4,xxlarge_64_128,2,64,549,26.77690346083789,82.55,19.88561050087444,0.13296903460837886,0.0,66.60469945355192,81.52,2.0319476990015852,0.0,0.0,28.538746464701397,3.082880741633629,3.082880741633629
vm_00370,Interactive,xlarge_16_32,xxlarge_64_128,16,64,559,33.01932021466905,100.0,28.77009847400128,0.19499105545617174,0.06797853309481217,25.443237924865834,54.97,7.243753660611329,0.0,0.0,45.873931119829386,3.0285299439803226,3.0285299439803226
vm_00371,Delay-Insensitive,small_2_4,xlarge_32_64,2,32,565,13.771150442477875,31.3,3.9958335908146823,0.019469026548672566,0.0,79.05102654867257,82.41,0.7974674059034104,0.0,0.0,-0.06360606060606244,2.272867479789736,2.272867479789736
vm_00373,Interactive,large_8_16,xlarge_32_64,8,32,562,5.186209964412812,12.69,2.4801687694946946,0.47686832740213525,0.0,19.519074733096083,23.4,0.8263563029971042,0.0,0.0,-0.0010329153605015406,2.446873552570634,2.446873552570634
vm_00374,Interactive,xlarge_16_32,small_4_8,16,4,555,5.062936936936937,16.6,2.507173647393003,0.4918918918918919,0.0,16.326594594594596,19.94,0.7590144947363173,0.0,0.0,0.3090555941069715,3.278729363364924,3.278729363364924
vm_00375,Interactive,xlarge_16_32,small_4_8,16,4,559,35.565957066189625,63.11,5.939227479387942,0.0,0.0,34.04166368515206,50.59,2.8489447687331144,0.0,0.0,0.9192153846153843,1.7744496480876317,1.7744496480876317
vm_00376,Interactive,xlarge_16_32,large_16_32,16,16,561,27.229839572192514,84.37,20.264596242389683,0.11764705882352941,0.0,52.9221568627451,69.79,3.193461201702437,0.0,0.0,34.37272727272727,3.098439114057793,3.098439114057793
