vm_id,subscription_id,deployment_id,vm_created_ts,vm_deleted_ts,vm_category,core_count_bucket,memory_bucket,provisioned_vcpu,provisioned_memory_gb
vm_00281,sub_006,dep_0046,1699393572,,Interactive,small_2_4,medium_8_16,2,8
vm_00282,sub_044,dep_0145,1716422732,,Delay-Insensitive,small_2_4,xlarge_32_64,2,32
vm_00283,sub_004,dep_0105,1740887846,,Interactive,medium_4_8,xlarge_32_64,4,32
vm_00284,sub_023,dep_0044,1715265292,,Interactive,large_8_16,xxlarge_64_128,8,64
vm_00285,sub_043,dep_0053,1740957416,,Interactive,medium_4_8,large_16_32,4,16
vm_00286,sub_028,dep_0135,1703376837,,Interactive,small_2_4,large_16_32,2,16
vm_00287,sub_044,dep_0089,1730500574,,Interactive,xlarge_16_32,large_16_32,16,16
vm_00288,sub_014,dep_0051,1679161207,,Interactive,xxlarge_32_64,large_16_32,32,16
vm_00289,sub_038,dep_0020,1734872732,1740792962.0,Interactive,xlarge_16_32,small_4_8,16,4
vm_00290,sub_028,dep_0178,1711411541,,Interactive,small_2_4,xlarge_32_64,2,32
vm_00291,sub_006,dep_0161,1696966244,,Interactive,large_8_16,xxlarge_64_128,8,64
vm_00292,sub_041,dep_0095,1680548786,,Interactive,xlarge_16_32,xxlarge_64_128,16,64
vm_00293,sub_014,dep_0087,1709041681,1740971597.0,Interactive,xlarge_16_32,small_4_8,16,4
vm_00294,sub_038,dep_0095,1724792605,1740971674.0,Interactive,xlarge_16_32,xlarge_32_64,16,32
vm_00295,sub_020,dep_0016,1703408931,,Interactive,small_2_4,small_4_8,2,4
vm_00296,sub_041,dep_0103,1740821992,1740865899.0,Delay-Insensitive,small_2_4,large_16_32,2,16
vm_00297,sub_008,dep_0110,1740954850,,Interactive,xxlarge_32_64,xlarge_32_64,32,32
vm_00298,sub_018,dep_0100,1709104282,,Interactive,small_2_4,xlarge_32_64,2,32
vm_00299,sub_032,dep_0101,1694058060,,Interactive,small_2_4,xlarge_32_64,2,32
vm_00300,sub_007,dep_0145,1679529741,,Interactive,small_2_4,xlarge_32_64,2,32
vm_00301,sub_008,dep_0170,1725177259,,Delay-Insensitive,large_8_16,small_4_8,8,4
vm_00302,sub_031,dep_0108,1732447869,,Interactive,large_8_16,xxlarge_64_128,8,64
vm_00303,sub_033,dep_0150,1717647970,,Interactive,small_2_4,xxlarge_64_128,2,64
vm_00304,sub_037,dep_0160,1718993409,,Interactive,small_2_4,xxlarge_64_128,2,64
vm_00305,sub_012,dep_0030,1684664777,,Interactive,xxlarge_32_64,medium_8_16,32,8
vm_00306,sub_019,dep_0108,1725495742,,Interactive,large_8_16,medium_8_16,8,8
vm_00307,sub_034,dep_0021,1701037129,,Interactive,large_8_16,xlarge_32_64,8,32
vm_00308,sub_036,dep_0169,1691941868,,Interactive,medium_4_8,large_16_32,4,16
vm_00309,sub_033,dep_0020,1707039934,,Interactive,large_8_16,xlarge_32_64,8,32
vm_00310,sub_034,dep_0153,1723249287,,Delay-Insensitive,medium_4_8,small_4_8,4,4
vm_00311,sub_043,dep_0109,1678864030,,Interactive,xlarge_16_32,xxlarge_64_128,16,64
vm_00312,sub_020,dep_0102,1733487592,,Interactive,small_2_4,xxlarge_64_128,2,64
vm_00313,sub_042,dep_0197,1709474649,1740975377.0,Interactive,medium_4_8,medium_8_16,4,8
vm_00314,sub_044,dep_0194,1740860407,,Interactive,medium_4_8,large_16_32,4,16
vm_00315,sub_012,dep_0172,1730399380,,Interactive,xlarge_16_32,xxlarge_64_128,16,64
vm_00316,sub_017,dep_0112,1726916691,1740891712.0,Interactive,medium_4_8,medium_8_16,4,8
vm_00317,sub_018,dep_0069,1697382525,,Interactive,medium_4_8,large_16_32,4,16
vm_00318,sub_025,dep_0008,1734826164,,Interactive,xlarge_16_32,medium_8_16,16,8
vm_00319,sub_030,dep_0149,1708281779,,Interactive,xxlarge_32_64,large_16_32,32,16
vm_00320,sub_031,dep_0137,1729060552,,Interactive,xxlarge_32_64,xxlarge_64_128,32,64
vm_00321,sub_020,dep_0122,1706795966,,Interactive,xxlarge_32_64,small_4_8,32,4
vm_00322,sub_004,dep_0067,1681055067,,Interactive,xlarge_16_32,medium_8_16,16,8
vm_00323,sub_044,dep_0067,1726526084,,Interactive,medium_4_8,medium_8_16,4,8
vm_00324,sub_034,dep_0070,1720565949,,Interactive,xlarge_16_32,small_4_8,16,4
vm_00325,sub_033,dep_0168,1719169307,,Interactive,xxlarge_32_64,xxlarge_64_128,32,64
vm_00326,sub_013,dep_0098,1691967725,,Delay-Insensitive,small_2_4,xlarge_32_64,2,32
vm_00327,sub_034,dep_0147,1732554176,1740960545.0,Delay-Insensitive,small_2_4,small_4_8,2,4
vm_00328,sub_038,dep_0008,1732275220,,Interactive,xlarge_16_32,medium_8_16,16,8
vm_00329,sub_039,dep_0172,1735275476,,Interactive,xxlarge_32_64,medium_8_16,32,8
vm_00330,sub_016,dep_0100,1707803272,,Interactive,xxlarge_32_64,xlarge_32_64,32,32
vm_00331,sub_037,dep_0133,1708964308,,Interactive,xlarge_16_32,large_16_32,16,16
vm_00332,sub_025,dep_0033,1687504702,,Delay-Insensitive,xxlarge_32_64,large_16_32,32,16
vm_00333,sub_005,dep_0076,1740949642,,Delay-Insensitive,medium_4_8,medium_8_16,4,8
vm_00334,sub_013,dep_0051,1688849495,,Interactive,xlarge_16_32,small_4_8,16,4
vm_00335,sub_008,dep_0024,1740831910,,Interactive,medium_4_8,xxlarge_64_128,4,64
vm_00336,sub_034,dep_0091,1728742701,,Interactive,large_8_16,large_16_32,8,16
vm_00337,sub_005,dep_0130,1683868238,,Delay-Insensitive,xlarge_16_32,xxlarge_64_128,16,64
vm_00338,sub_024,dep_0179,1710831010,,Interactive,xxlarge_32_64,xlarge_32_64,32,32
vm_00339,sub_029,dep_0117,1731149339,,Interactive,xlarge_16_32,small_4_8,16,4
vm_00340,sub_038,dep_0064,1692925046,,Interactive,xlarge_16_32,xxlarge_64_128,16,64
vm_00341,sub_016,dep_0132,1709837756,,Interactive,large_8_16,medium_8_16,8,8
vm_00342,sub_031,dep_0106,1700277123,,Interactive,medium_4_8,medium_8_16,4,8
vm_00343,sub_023,dep_0182,1740838932,,Interactive,medium_4_8,large_16_32,4,16
vm_00344,sub_000,dep_0018,1740907869,,Interactive,xlarge_16_32,xxlarge_64_128,16,64
vm_00345,sub_032,dep_0119,1733297861,,Interactive,xlarge_16_32,xlarge_32_64,16,32
vm_00346,sub_025,dep_0141,1687243522,1740812870.0,Interactive,xlarge_16_32,large_16_32,16,16
vm_00347,sub_031,dep_0140,1712780145,,Delay-Insensitive,medium_4_8,large_16_32,4,16
vm_00348,sub_008,dep_0038,1733159180,,Interactive,large_8_16,xxlarge_64_128,8,64
vm_00349,sub_032,dep_0123,1719589830,1740806075.0,Interactive,xxlarge_32_64,medium_8_16,32,8
vm_00350,sub_010,dep_0097,1680807316,,Interactive,small_2_4,xxlarge_64_128,2,64
vm_00351,sub_026,dep_0123,1720487934,,Interactive,xlarge_16_32,large_16_32,16,16
vm_00352,sub_012,dep_0034,1727266090,,Interactive,xxlarge_32_64,small_4_8,32,4
vm_00353,sub_003,dep_0149,1680560454,,Interactive,xlarge_16_32,xxlarge_64_128,16,64
vm_00354,sub_018,dep_0099,1725557323,,Interactive,small_2_4,medium_8_16,2,8
vm_00355,sub_019,dep_0042,1693681577,,Interactive,medium_4_8,xxlarge_64_128,4,64
vm_00356,sub_032,dep_0189,1734013617,1740921196.0,Interactive,xxlarge_32_64,xlarge_32_64,32,32
vm_00357,sub_001,dep_0177,1686028310,1740865174.0,Interactive,medium_4_8,xxlarge_64_128,4,64
vm_00358,sub_039,dep_0097,1705035630,,Delay-Insensitive,small_2_4,large_16_32,2,16
vm_00359,sub_002,dep_0019,1681041301,,Interactive,large_8_16,small_4_8,8,4
vm_00360,sub_015,dep_0104,1722269771,,Interactive,xxlarge_32_64,xlarge_32_64,32,32
vm_00361,sub_016,dep_0161,1685887520,,Interactive,xlarge_16_32,medium_8_16,16,8
vm_00362,sub_019,dep_0030,1696230588,,Interactive,xxlarge_32_64,large_16_32,32,16
vm_00363,sub_002,dep_0021,1740833776,,Interactive,medium_4_8,xlarge_32_64,4,32
vm_00364,sub_008,dep_0198,1716470519,,Interactive,small_2_4,xxlarge_64_128,2,64
vm_00365,sub_026,dep_0138,1701190828,,Interactive,large_8_16,small_4_8,8,4
vm_00366,sub_039,dep_0065,1723240487,,Delay-Insensitive,xlarge_16_32,medium_8_16,16,8
vm_00367,sub_024,dep_0069,1726284826,,Delay-Insensitive,xxlarge_32_64,xxlarge_64_128,32,64
vm_00368,sub_004,dep_0039,1740798842,,Interactive,small_2_4,small_4_8,2,4
vm_00369,sub_003,dep_0169,1731782009,,Interactive,small_2_4,xxlarge_64_128,2,64
vm_00370,sub_041,dep_0139,1694749358,,Interactive,xlarge_16_32,xxlarge_64_128,16,64
vm_00371,sub_034,dep_0099,1697580290,,Delay-Insensitive,small_2_4,xlarge_32_64,2,32
vm_00372,sub_018,dep_0170,1709081616,1740912147.0,Interactive,small_2_4,medium_8_16,2,8
vm_00373,sub_035,dep_0124,1694636535,,Interactive,large_8_16,xlarge_32_64,8,32
vm_00374,sub_023,dep_0110,1687135145,,Interactive,xlarge_16_32,small_4_8,16,4
vm_00375,sub_017,dep_0118,1724784487,,Interactive,xlarge_16_32,small_4_8,16,4
vm_00376,sub_032,dep_0052,1736027978,,Interactive,xlarge_16_32,large_16_32,16,16
vm_00377,sub_017,dep_0101,1726521037,,Interactive,medium_4_8,medium_8_16,4,8
vm_00378,sub_017,dep_0160,1686459643,,Interactive,medium_4_8,medium_8_16,4,8
vm_00379,sub_041,dep_0186,1680189071,1741037692.0,Interactive,xxlarge_32_64,xxlarge_64_128,32,64
vm_00380,sub_008,dep_0006,1725389099,,Interactive,xxlarge_32_64,xlarge_32_64,32,32
vm_00381,sub_002,dep_0131,1687082305,,Interactive,large_8_16,xxlarge_64_128,8,64
vm_00382,sub_011,dep_0019,1710217149,,Interactive,xxlarge_32_64,xxlarge_64_128,32,64
vm_00383,sub_024,dep_0070,1682875031,,Interactive,medium_4_8,small_4_8,4,4
vm_00384,sub_043,dep_0182,1740895400,,Interactive,small_2_4,xlarge_32_64,2,32
vm_00385,sub_028,dep_0105,1700912673,,Delay-Insensitive,medium_4_8,xlarge_32_64,4,32
vm_00386,sub_022,dep_0063,1690932147,1740996377.0,Delay-Insensitive,small_2_4,small_4_8,2,4
vm_00387,sub_002,dep_0193,1723085719,,Interactive,large_8_16,xxlarge_64_128,8,64
vm_00388,sub_022,dep_0151,1723532348,,Interactive,xxlarge_32_64,medium_8_16,32,8
vm_00389,sub_039,dep_0006,1736680769,,Interactive,xxlarge_32_64,xxlarge_64_128,32,64
vm_00390,sub_027,dep_0095,1697257612,,Interactive,small_2_4,xlarge_32_64,2,32
vm_00391,sub_028,dep_0150,1677984016,,Interactive,small_2_4,small_4_8,2,4
vm_00392,sub_038,dep_0027,1689747423,,Delay-Insensitive,small_2_4,xlarge_32_64,2,32
vm_00393,sub_020,dep_0173,1733553940,1740943237.0,Interactive,xxlarge_32_64,medium_8_16,32,8
vm_00394,sub_035,dep_0130,1713859809,,Interactive,medium_4_8,small_4_8,4,4
vm_00395,sub_018,dep_0113,1715803783,,Interactive,xlarge_16_32,xxlarge_64_128,16,64
vm_00396,sub_006,dep_0092,1710571227,1740813596.0,Interactive,xxlarge_32_64,large_16_32,32,16
vm_00397,sub_023,dep_0098,1740847891,,Interactive,xlarge_16_32,small_4_8,16,4
vm_00398,sub_038,dep_0182,1715429698,,Interactive,small_2_4,large_16_32,2,16
vm_00399,sub_006,dep_0084,1740826656,,Delay-Insensitive,xxlarge_32_64,medium_8_16,32,8
vm_00400,sub_003,dep_0166,1678114823,,Interactive,small_2_4,medium_8_16,2,8
vm_00401,sub_011,dep_0164,1712273901,,Interactive,xxlarge_32_64,small_4_8,32,4
vm_00402,sub_038,dep_0165,1720848208,,Interactive,xxlarge_32_64,xlarge_32_64,32,32
vm_00403,sub_007,dep_0084,1698001420,,Interactive,xxlarge_32_64,small_4_8,32,4
vm_00404,sub_017,dep_0107,1740823262,,Delay-Insensitive,small_2_4,large_16_32,2,16
vm_00405,sub_008,dep_0098,1714211692,,Interactive,small_2_4,xlarge_32_64,2,32
vm_00406,sub_021,dep_0113,1714647101,,Delay-Insensitive,xlarge_16_32,small_4_8,16,4
vm_00407,sub_035,dep_0163,1702995893,,Interactive,large_8_16,medium_8_16,8,8
vm_00408,sub_006,dep_0133,1721680295,,Interactive,xlarge_16_32,xxlarge_64_128,16,64
vm_00409,sub_007,dep_0189,1697588715,,Interactive,medium_4_8,xlarge_32_64,4,32
vm_00410,sub_007,dep_0108,1727361908,,Interactive,medium_4_8,xxlarge_64_128,4,64
vm_00411,sub_032,dep_0162,1696539467,,Interactive,small_2_4,xxlarge_64_128,2,64
vm_00412,sub_007,dep_0160,1716883330,,Interactive,large_8_16,xxlarge_64_128,8,64
vm_00413,sub_014,dep_0100,1729758310,,Interactive,xxlarge_32_64,xxlarge_64_128,32,64
vm_00414,sub_036,dep_0133,1682395348,,Delay-Insensitive,large_8_16,large_16_32,8,16
vm_00415,sub_023,dep_0178,1690736006,,Interactive,large_8_16,xxlarge_64_128,8,64
vm_00416,sub_012,dep_0159,1704796712,,Interactive,small_2_4,large_16_32,2,16
vm_00417,sub_024,dep_0034,1703401362,,Interactive,small_2_4,small_4_8,2,4
vm_00418,sub_008,dep_0198,1691357557,,Interactive,large_8_16,xlarge_32_64,8,32
vm_00419,sub_018,dep_0159,1687550248,,Interactive,small_2_4,large_16_32,2,16
vm_00420,sub_029,dep_0122,1711777037,,Delay-Insensitive,large_8_16,xlarge_32_64,8,32
vm_00421,sub_002,dep_0168,1681053384,,Interactive,small_2_4,large_16_32,2,16
vm_00422,sub_002,dep_0120,1740813843,,Delay-Insensitive,medium_4_8,xlarge_32_64,4,32
vm_00423,sub_035,dep_0020,1722485989,,Interactive,medium_4_8,small_4_8,4,4
vm_00424,sub_030,dep_0115,1723753989,,Interactive,medium_4_8,medium_8_16,4,8
vm_00425,sub_036,dep_0169,1733650769,,Interactive,xxlarge_32_64,xlarge_32_64,32,32
vm_00426,sub_034,dep_0001,1692642377,,Interactive,xxlarge_32_64,medium_8_16,32,8
vm_00427,sub_025,dep_0146,1730996620,,Interactive,large_8_16,xlarge_32_64,8,32
vm_00428,sub_019,dep_0005,1725622452,1740966956.0,Interactive,small_2_4,small_4_8,2,4
vm_00429,sub_041,dep_0134,1731632751,,Interactive,xlarge_16_32,large_16_32,16,16
vm_00430,sub_011,dep_0043,1678878989,,Interactive,xlarge_16_32,xxlarge_64_128,16,64
vm_00431,sub_020,dep_0151,1705135045,,Delay-Insensitive,small_2_4,medium_8_16,2,8
vm_00432,sub_035,dep_0076,1721837170,1740836491.0,Interactive,xlarge_16_32,large_16_32,16,16
vm_00433,sub_026,dep_0012,1725529039,,Interactive,large_8_16,xlarge_32_64,8,32
vm_00434,sub_036,dep_0107,1719333999,,Interactive,xlarge_16_32,medium_8_16,16,8
vm_00435,sub_044,dep_0082,1712087129,,Delay-Insensitive,xlarge_16_32,xxlarge_64_128,16,64
vm_00436,sub_005,dep_0130,1687699762,,Interactive,large_8_16,small_4_8,8,4
vm_00437,sub_011,dep_0184,1700609396,1740899500.0,Delay-Insensitive,large_8_16,xlarge_32_64,8,32
vm_00438,sub_007,dep_0038,1713924193,1740819566.0,Interactive,small_2_4,small_4_8,2,4
vm_00439,sub_042,dep_0079,1705028105,1740914874.0,Interactive,small_2_4,large_16_32,2,16
vm_00440,sub_024,dep_0197,1678847596,,Interactive,small_2_4,xxlarge_64_128,2,64
vm_00441,sub_018,dep_0087,1704170924,,Interactive,large_8_16,medium_8_16,8,8
vm_00442,sub_026,dep_0011,1715265717,,Interactive,xxlarge_32_64,large_16_32,32,16
vm_00443,sub_024,dep_0023,1706942415,,Delay-Insensitive,xlarge_16_32,xlarge_32_64,16,32
vm_00444,sub_035,dep_0199,1686521525,,Interactive,large_8_16,medium_8_16,8,8
vm_00445,sub_026,dep_0082,1727957000,,Interactive,small_2_4,xlarge_32_64,2,32
vm_00446,sub_032,dep_0176,1702252274,,Interactive,large_8_16,large_16_32,8,16
vm_00447,sub_007,dep_0197,1682899630,1740850607.0,Interactive,xlarge_16_32,medium_8_16,16,8
vm_00448,sub_018,dep_0107,1693174665,,Interactive,xxlarge_32_64,small_4_8,32,4
vm_00449,sub_021,dep_0182,1728906811,,Delay-Insensitive,xlarge_16_32,xxlarge_64_128,16,64
vm_00450,sub_011,dep_0029,1718534061,,Interactive,xlarge_16_32,small_4_8,16,4
vm_00451,sub_015,dep_0064,1702380230,,Delay-Insensitive,xlarge_16_32,xlarge_32_64,16,32
vm_00452,sub_029,dep_0052,1726110475,,Interactive,xxlarge_32_64,small_4_8,32,4
vm_00453,sub_027,dep_0175,1698647000,,Interactive,xxlarge_32_64,small_4_8,32,4
vm_00454,sub_002,dep_0099,1726549683,,Interactive,xlarge_16_32,small_4_8,16,4
vm_00455,sub_006,dep_0061,1701277766,,Interactive,small_2_4,medium_8_16,2,8
vm_00456,sub_009,dep_0150,1730164708,,Interactive,small_2_4,large_16_32,2,16
vm_00457,sub_034,dep_0131,1723386385,1740890015.0,Delay-Insensitive,small_2_4,large_16_32,2,16
vm_00458,sub_021,dep_0152,1692784619,,Interactive,large_8_16,xlarge_32_64,8,32
vm_00459,sub_004,dep_0087,1740830187,,Interactive,xxlarge_32_64,xlarge_32_64,32,32
vm_00460,sub_018,dep_0028,1709513009,,Interactive,medium_4_8,large_16_32,4,16
vm_00461,sub_016,dep_0050,1709822691,1740991943.0,Interactive,small_2_4,xlarge_32_64,2,32
vm_00462,sub_000,dep_0115,1683070317,,Interactive,small_2_4,xlarge_32_64,2,32
vm_00463,sub_009,dep_0195,1691944680,,Interactive,xlarge_16_32,xlarge_32_64,16,32
vm_00464,sub_037,dep_0129,1725696571,1741016995.0,Interactive,xlarge_16_32,xxlarge_64_128,16,64
vm_00465,sub_006,dep_0100,1726233306,,Delay-Insensitive,xxlarge_32_64,large_16_32,32,16
vm_00466,sub_003,dep_0089,1740829445,,Interactive,medium_4_8,small_4_8,4,4
vm_00467,sub_000,dep_0013,1719040934,,Interactive,small_2_4,xlarge_32_64,2,32
vm_00468,sub_003,dep_0121,1683351498,,Interactive,xxlarge_32_64,small_4_8,32,4
vm_00469,sub_035,dep_0107,1719898970,,Interactive,medium_4_8,small_4_8,4,4
vm_00470,sub_007,dep_0183,1740881689,,Interactive,medium_4_8,xlarge_32_64,4,32
vm_00471,sub_003,dep_0123,1722167103,,Delay-Insensitive,small_2_4,large_16_32,2,16
vm_00472,sub_013,dep_0128,1740820968,,Interactive,medium_4_8,medium_8_16,4,8
vm_00473,sub_042,dep_0136,1736769906,,Interactive,xlarge_16_32,xlarge_32_64,16,32
vm_00474,sub_034,dep_0134,1710900642,,Interactive,medium_4_8,small_4_8,4,4
vm_00475,sub_014,dep_0012,1689661332,,Interactive,xlarge_16_32,small_4_8,16,4
vm_00476,sub_005,dep_0085,1730400695,,Interactive,small_2_4,medium_8_16,2,8
vm_00477,sub_034,dep_0112,1707592005,,Delay-Insensitive,xlarge_16_32,small_4_8,16,4
vm_00478,sub_003,dep_0012,1719849340,,Interactive,small_2_4,small_4_8,2,4
vm_00479,sub_038,dep_0067,1729249040,,Delay-Insensitive,small_2_4,xlarge_32_64,2,32
vm_00480,sub_002,dep_0014,1730708543,,Interactive,small_2_4,xxlarge_64_128,2,64
vm_00481,sub_043,dep_0010,1740808009,,Interactive,large_8_16,medium_8_16,8,8
vm_00482,sub_027,dep_0059,1732377569,1740995149.0,Interactive,xlarge_16_32,medium_8_16,16,8
vm_00483,sub_039,dep_0147,1678647497,1740820356.0,Interactive,xxlarge_32_64,large_16_32,32,16
vm_00484,sub_037,dep_0034,1681524533,,Interactive,medium_4_8,xlarge_32_64,4,32
vm_00485,sub_006,dep_0058,1729473357,,Interactive,xxlarge_32_64,xlarge_32_64,32,32
vm_00486,sub_011,dep_0111,1695863908,,Interactive,small_2_4,large_16_32,2,16
vm_00487,sub_041,dep_0148,1719464291,,Interactive,large_8_16,xxlarge_64_128,8,64
vm_00488,sub_004,dep_0125,1737976490,1741041488.0,Delay-Insensitive,xlarge_16_32,small_4_8,16,4
vm_00489,sub_011,dep_0070,1702499102,,Interactive,medium_4_8,xxlarge_64_128,4,64
vm_00490,sub_036,dep_0057,1705584948,,Interactive,small_2_4,medium_8_16,2,8
vm_00491,sub_015,dep_0096,1697239598,,Interactive,xlarge_16_32,xxlarge_64_128,16,64
vm_00492,sub_007,dep_0089,1707090403,,Interactive,small_2_4,large_16_32,2,16
vm_00493,sub_032,dep_0183,1740842855,,Interactive,xxlarge_32_64,xlarge_32_64,32,32
vm_00494,sub_036,dep_0060,1721159098,,Interactive,xxlarge_32_64,large_16_32,32,16
vm_00495,sub_036,dep_0017,1721809935,1740858721.0,Delay-Insensitive,large_8_16,large_16_32,8,16
vm_00496,sub_013,dep_0014,1735596065,,Interactive,small_2_4,small_4_8,2,4
vm_00497,sub_034,dep_0065,1679016825,,Interactive,small_2_4,medium_8_16,2,8
vm_00498,sub_024,dep_0163,1699387579,,Delay-Insensitive,small_2_4,small_4_8,2,4
vm_00499,sub_001,dep_0055,1699771824,1740959474.0,Interactive,small_2_4,medium_8_16,2,8
vm_00500,sub_005,dep_0086,1729927054,1740896337.0,Interactive,xxlarge_32_64,xlarge_32_64,32,32
vm_00501,sub_021,dep_0074,1723804908,,Interactive,xlarge_16_32,large_16_32,16,16
vm_00502,sub_020,dep_0051,1740791775,,Interactive,xlarge_16_32,small_4_8,16,4
vm_00503,sub_001,dep_0064,1725742221,,Delay-Insensitive,medium_4_8,small_4_8,4,4
vm_00504,sub_021,dep_0012,1705169851,,Delay-Insensitive,small_2_4,large_16_32,2,16
vm_00505,sub_000,dep_0159,1718432497,,Interactive,small_2_4,small_4_8,2,4
vm_00506,sub_039,dep_0101,1686976249,,Delay-Insensitive,xlarge_16_32,medium_8_16,16,8
vm_00507,sub_010,dep_0037,1733360428,,Interactive,large_8_16,medium_8_16,8,8
vm_00508,sub_033,dep_0164,1720514585,,Interactive,medium_4_8,xxlarge_64_128,4,64
vm_00509,sub_035,dep_0176,1688077469,,Interactive,xlarge_16_32,large_16_32,16,16
vm_00510,sub_009,dep_0099,1731173514,,Interactive,xlarge_16_32,large_16_32,16,16
vm_00511,sub_030,dep_0035,1727657614,,Interactive,xxlarge_32_64,large_16_32,32,16
vm_00512,sub_014,dep_0129,1719162150,,Interactive,medium_4_8,small_4_8,4,4
vm_00513,sub_038,dep_0072,1685699049,,Interactive,small_2_4,xxlarge_64_128,2,64
vm_00514,sub_001,dep_0057,1682831994,,Interactive,large_8_16,xlarge_32_64,8,32
vm_00515,sub_030,dep_0187,1704202526,,Delay-Insensitive,xlarge_16_32,large_16_32,16,16
vm_00516,sub_029,dep_0005,1729831603,,Interactive,xxlarge_32_64,xxlarge_64_128,32,64
vm_00517,sub_031,dep_0170,1733565395,,Interactive,xxlarge_32_64,small_4_8,32,4
vm_00518,sub_018,dep_0103,1683327903,,Delay-Insensitive,small_2_4,large_16_32,2,16
vm_00519,sub_006,dep_0107,1677859727,,Interactive,xlarge_16_32,small_4_8,16,4
vm_00520,sub_038,dep_0056,1700695693,1740803979.0,Interactive,small_2_4,large_16_32,2,16
vm_00521,sub_030,dep_0017,1713845164,,Interactive,xxlarge_32_64,small_4_8,32,4
vm_00522,sub_025,dep_0089,1727338728,,Delay-Insensitive,large_8_16,xxlarge_64_128,8,64
vm_00523,sub_026,dep_0063,1718310248,1740941352.0,Interactive,medium_4_8,xxlarge_64_128,4,64
vm_00524,sub_000,dep_0135,1716158612,,Interactive,medium_4_8,xxlarge_64_128,4,64
vm_00525,sub_001,dep_0007,1689040697,1740932155.0,Interactive,xxlarge_32_64,xxlarge_64_128,32,64
vm_00526,sub_000,dep_0051,1740792521,,Delay-Insensitive,medium_4_8,xxlarge_64_128,4,64
vm_00527,sub_003,dep_0123,1720764907,,Delay-Insensitive,large_8_16,medium_8_16,8,8
vm_00528,sub_020,dep_0093,1707756515,,Interactive,xlarge_16_32,xxlarge_64_128,16,64
vm_00529,sub_013,dep_0112,1740930056,,Interactive,large_8_16,xxlarge_64_128,8,64
vm_00530,sub_031,dep_0043,1705096018,,Interactive,small_2_4,xxlarge_64_128,2,64
vm_00531,sub_038,dep_0105,1708053508,1741035222.0,Interactive,xlarge_16_32,xlarge_32_64,16,32
vm_00532,sub_018,dep_0170,1694827595,,Interactive,xlarge_16_32,medium_8_16,16,8
vm_00533,sub_032,dep_0148,1679627427,,Interactive,medium_4_8,small_4_8,4,4
vm_00534,sub_005,dep_0197,1740835251,,Delay-Insensitive,large_8_16,large_16_32,8,16
vm_00535,sub_007,dep_0161,1686861314,,Delay-Insensitive,xxlarge_32_64,xlarge_32_64,32,32
vm_00536,sub_044,dep_0086,1731563212,,Interactive,xlarge_16_32,xxlarge_64_128,16,64
vm_00537,sub_001,dep_0094,1708879273,1740799828.0,Interactive,medium_4_8,xxlarge_64_128,4,64
vm_00538,sub_026,dep_0046,1695106644,,Interactive,medium_4_8,xlarge_32_64,4,32
vm_00539,sub_029,dep_0094,1684616652,,Delay-Insensitive,medium_4_8,large_16_32,4,16
vm_00540,sub_038,dep_0056,1710403719,,Interactive,small_2_4,small_4_8,2,4
vm_00541,sub_023,dep_0124,1689865182,,Interactive,medium_4_8,small_4_8,4,4
vm_00542,sub_008,dep_0064,1740940694,,Interactive,xlarge_16_32,large_16_32,16,16
vm_00543,sub_044,dep_0028,1687561251,,Delay-Insensitive,xxlarge_32_64,large_16_32,32,16
vm_00544,sub_036,dep_0145,1729703211,,Interactive,medium_4_8,medium_8_16,4,8
vm_00545,sub_017,dep_0183,1690293635,,Interactive,xlarge_16_32,xlarge_32_64,16,32
vm_00546,sub_013,dep_0012,1714697531,,Delay-Insensitive,small_2_4,large_16_32,2,16
vm_00547,sub_033,dep_0176,1740794871,,Delay-Insensitive,medium_4_8,medium_8_16,4,8
vm_00548,sub_022,dep_0088,1737941055,,Delay-Insensitive,xlarge_16_32,medium_8_16,16,8
vm_00549,sub_016,dep_0131,1723288341,,Interactive,xxlarge_32_64,medium_8_16,32,8
vm_00550,sub_031,dep_0070,1703443239,,Interactive,small_2_4,xxlarge_64_128,2,64
vm_00551,sub_006,dep_0167,1700588048,,Interactive,small_2_4,large_16_32,2,16
vm_00552,sub_028,dep_0040,1682877814,,Interactive,xlarge_16_32,xxlarge_64_128,16,64
vm_00553,sub_036,dep_0014,1713054668,1740934366.0,Delay-Insensitive,small_2_4,xlarge_32_64,2,32
vm_00554,sub_029,dep_0035,1721468125,,Delay-Insensitive,medium_4_8,xlarge_32_64,4,32
vm_00555,sub_011,dep_0152,1721725651,,Interactive,medium_4_8,medium_8_16,4,8
vm_00556,sub_007,dep_0177,1725908714,1740917318.0,Interactive,medium_4_8,large_16_32,4,16
vm_00557,sub_011,dep_0135,1740823950,,Delay-Insensitive,large_8_16,medium_8_16,8,8
vm_00558,sub_017,dep_0176,1679549543,,Interactive,medium_4_8,medium_8_16,4,8
vm_00559,sub_016,dep_0064,1717278161,,Interactive,medium_4_8,small_4_8,4,4
vm_00560,sub_007,dep_0145,1738113545,,Interactive,xxlarge_32_64,small_4_8,32,4
vm_00561,sub_015,dep_0076,1740847336,,Interactive,large_8_16,large_16_32,8,16
vm_00562,sub_033,dep_0056,1723818277,,Interactive,xlarge_16_32,small_4_8,16,4
vm_00563,sub_018,dep_0114,1740861508,,Interactive,medium_4_8,small_4_8,4,4
vm_00564,sub_030,dep_0176,1723622963,,Interactive,small_2_4,small_4_8,2,4
